img_path,text
./docs/cloth/00035_00.jpg,"The clothing is a blue shirt with red accents, perfect for casual or semi-formal occasions. It features a unique graphic design on the front, adding a creative touch to the style. The shirt is made of a soft and comfortable cotton fabric, providing comfort and ease for the wearer."
./docs/cloth/00036_00.jpg,"The clothing in the image is black in color, and it appears to be a shirt or blouse, likely for casual or everyday wear. The style is a crew neck and the fabric is likely cotton, as it is a common choice for shirts and blouses."
./docs/cloth/00038_00.jpg,"The clothing is black in color, perfect for formal occasions, and is a stylish, slim-fit t-shirt made of soft, high-quality cotton."
./docs/cloth/00040_00.jpg,"The clothing in the image is a light grey t-shirt with a white design on the front. It is a casual style, made of cotton, and suitable for everyday wear. The t-shirt can be worn for various occasions, such as casual outings or work in a comfortable and relaxed setting."
./docs/cloth/00041_00.jpg,"The clothing is predominantly white, and it appears to be a casual style, possibly for everyday wear. The fabric is cotton, and the brand is Tommy Hilfiger."
./docs/cloth/00042_00.jpg,"The clothing is in shades of brown, white, and red, and appears to be a blouse or a dress. It is styled with a v-neck and a floral print, made of a silky material. The fabric is likely to be silk or a silk-like material."
./docs/cloth/00043_00.jpg,"The clothing item is a light pink shirt with a white logo on the front. It can be worn on casual or semi-formal occasions, and is made of cotton. The style is a classic, fitted cut that flares slightly at the hem."
./docs/cloth/00044_00.jpg,"The clothing in the image is a purple shirt with white Adidas branding on the front. It is a t-shirt style, made of cotton fabric. The shirt can be worn for casual occasions or as a sports-inspired style."
./docs/cloth/00045_00.jpg,"The clothing is a white t-shirt with a colorful Pepsi logo on the front, making it suitable for casual occasions. The style is a classic, crew-neck design, and it is made of a soft, cotton fabric."
./docs/cloth/00046_00.jpg,"The clothing item in the image is a black shirt with white text, which suggests that it is made of cotton, a natural fabric commonly used for casual wear. The shirt is styled in a casual, everyday wear fashion, and can be worn for various occasions, such as lounging, working out, or going out with friends."
./docs/cloth/00047_00.jpg,"The color of the clothing is black. It can be worn for formal occasions, and the style is a blouse with bell sleeves. The fabric is silk."
./docs/cloth/00048_00.jpg,"The clothing in the image is a white long-sleeved shirt, which can be worn as a casual or formal outfit. The shirt is made of a soft and comfortable cotton fabric, perfect for everyday wear."
./docs/cloth/00049_00.jpg,"The clothing is black in color, and it appears to be a casual style. It is made of cotton and is likely an oversized fit. The style is reminiscent of a Champion t-shirt, and the fabric is likely a blend of cotton and polyester."
./docs/cloth/00050_00.jpg,"The color of the clothing is blue. It can be worn on various occasions, such as casual or formal events. The style is a crewneck sweater, and the fabric is a soft knit."
./docs/cloth/00051_00.jpg,"The clothing item is a white blouse with a tie-dye pattern on the front, which adds a unique and vibrant touch to the classic white shirt. The blouse can be worn for casual or formal occasions, and its lightweight and flowy fabric makes it perfect for warmer weather. The style is bohemian and the fabric is likely a cotton or linen blend."
./docs/cloth/00052_00.jpg,"The clothing is predominantly white, and it appears to be a shirt or blouse. It is suitable for casual or formal occasions, and the style is modern and minimalistic. The fabric is likely to be made of cotton, as it is a common material for such clothing items."
./docs/cloth/00053_00.jpg,"The clothing is in a deep navy blue color, perfect for casual or formal occasions. It is a stylish t-shirt with a distressed ""Tommy Hilfiger"" logo on the front, showcasing the designer's branding. The shirt is made of a soft and comfortable cotton fabric."
./docs/cloth/00054_00.jpg,"The clothing item is a woman's shirt with a leopard print design on it. The shirt can be worn for casual or semi-formal occasions, and its style is a blend of sporty and feminine. The fabric is likely made of cotton, as it is a common material for such shirts."
./docs/cloth/00055_00.jpg,"The clothing is a Vans t-shirt, and it is styled in a purple color, with a graphic design on the front, made of cotton, and suitable for casual occasions."
./docs/cloth/00056_00.jpg,"The clothing is black in color, and it is a sweatshirt or hoodie. It is made of cotton and has a Champion logo on it. The style is casual and the fabric is soft. The clothing can be worn for various occasions, such as everyday wear or as a layering piece for colder weather."
./docs/cloth/00057_00.jpg,"The clothing is black in color, perfect for casual or formal occasions, and is a crew neck style. Made of cotton, it is a comfortable and breathable fabric that is ideal for everyday wear."
./docs/cloth/00058_00.jpg,"The clothing in the image is a blue and white striped long sleeve shirt. It can be worn on casual or formal occasions, and the style is bohemian. The fabric is likely cotton, as it is a comfortable and versatile material commonly used for such clothing items."
./docs/cloth/00059_00.jpg,"The color of the clothing is pink, and it is a crop top or long sleeve shirt with a tie-dye pattern. The occasion could be casual or formal, and the style is bohemian or trendy. The fabric is likely a blend of cotton or synthetic fibers, giving it a soft and comfortable feel."
./docs/cloth/00061_00.jpg,"The clothing is predominantly white, which is a classic and timeless color. It is a long-sleeved shirt with a bow tie and a colorful striped tie-dye bow at the neck. The shirt is made of a light and airy fabric, likely cotton, which is perfect for warm weather or layering. The overall style can be versatile, suitable for various occasions such as casual outings, formal events, or even as a layering piece for a more unique look."
./docs/cloth/00062_00.jpg,"The clothing item in the image is a black polo shirt with a white pony logo on the left chest. It is a women's style, made of cotton and likely intended for casual or everyday wear. The polo shirt is suitable for various occasions, including business casual events or simply as a comfortable and versatile option for everyday use."
./docs/cloth/00064_00.jpg,"The color of the clothing is black. It can be worn for various occasions, such as formal or casual events. The style is a fitted, long-sleeved black shirt with a lace trim on the neckline. The type of fabric is likely to be a blend of cotton and polyester, providing comfort and durability."
./docs/cloth/00065_00.jpg,"The clothing is black in color, and it appears to be a blouse or a top with a lace-up or ruffled neckline. The style can be described as casual or everyday, and the fabric is likely made of cotton or a cotton blend."
./docs/cloth/00066_00.jpg,"The clothing item is a brightly colored t-shirt with a design on it, made of cotton. It can be worn on casual occasions and is suitable for both men and women. The shirt is styled in a retro fashion, featuring a vintage Adidas logo, and is made of a soft, comfortable fabric."
./docs/cloth/00067_00.jpg,"The clothing in the image is blue in color, and it appears to be a t-shirt or a dress. The style is casual, and the fabric is likely cotton."
./docs/cloth/00068_00.jpg,"The clothing item is a white blouse with a lace neckline, which can be worn for casual or formal occasions. The style is a blouse, the type is a shirt, and the fabric is cotton."
./docs/cloth/00069_00.jpg,"The clothing is a green shirt with a floral print, perfect for casual or semi-formal occasions. The style is a blend of a button-up shirt and a blouse, made of a light and flowy fabric, likely cotton or linen."
./docs/cloth/00070_00.jpg,"The clothing is a red shirt with a triangle logo on the left side, which is a Guess brand. It is a women's fit, made of cotton, and is suitable for casual occasions."
./docs/cloth/00071_00.jpg,"The clothing is black, white, and red in color, and it appears to be a t-shirt or a sports jersey. The style is casual, and the fabric is likely cotton. The clothing is suitable for various occasions, including sports events, casual gatherings, or everyday wear."
./docs/cloth/00072_00.jpg,"The clothing is a maroon colored hoodie, perfect for casual wear, and made of a soft and comfortable cotton fabric. It can be worn on a variety of occasions, including everyday use, lounging, or as a layering piece for colder weather."
./docs/cloth/00073_00.jpg,"The clothing item is a white t-shirt with a triangle print on the left side. It can be worn on casual occasions and is made of cotton. The style is a classic, everyday tee, and the fabric is soft and comfortable."
./docs/cloth/00074_00.jpg,"The color of the clothing is black. It is an evening gown, suitable for formal occasions. The style is elegant and classic, featuring a one-piece design with a deep V-neckline and a small, strategically placed cut-out. The type of fabric is satin, which adds a luxurious touch to the garment."
./docs/cloth/00075_00.jpg,"The clothing is white in color, and it appears to be a t-shirt or a tank top. It is made of cotton and has a Champion logo on it. The style is casual and the fabric is lightweight."
./docs/cloth/00076_00.jpg,"The clothing is in a light grey color, perfect for casual or semi-formal occasions. It is a crop top design made of a soft and comfortable cotton fabric. The style is sporty and trendy, with a Fila logo on the front."
./docs/cloth/00077_00.jpg,"The color of the clothing in the image is black. It can be worn on various occasions, such as a formal event or a casual gathering. The style is a classic and elegant look, featuring a black silk camisole with a lace trim. The type of fabric used is silk, which is known for its luxurious and smooth texture."
./docs/cloth/00078_00.jpg,"The clothing is predominantly white, with black lettering on the front. It can be worn for casual or formal occasions, and is a style T-shirt made of cotton fabric."
./docs/cloth/00079_00.jpg,"The clothing is a blue dress made of cotton, featuring a floral print design. It is suitable for casual or semi-formal occasions, with a relaxed and comfortable fit. The dress is made of cotton, a natural and breathable fabric that is perfect for warm weather and everyday wear."
./docs/cloth/00080_00.jpg,"The color of the clothing is blue. It can be worn on various occasions, such as casual or formal events. The style is a relaxed fit, and the type is a blend of cotton and polyester. The fabric is a knit, giving it a comfortable and breathable feel."
./docs/cloth/00081_00.jpg,"The color of the clothing is red, white, and black. It is a one-piece swimsuit with a black and white striped bottom and a red top. The style is a classic and timeless design, and the fabric is likely to be made of a durable and comfortable material, such as nylon or spandex, which is common for swimsuits."
./docs/cloth/00082_00.jpg,"The color of the clothing in the image is black. It can be worn on various occasions, such as casual or formal events. The style is a fitted, long-sleeved t-shirt or blouse, and the type is a cotton fabric."
./docs/cloth/00083_00.jpg,"The clothing in the image is yellow in color, and it appears to be a t-shirt or a dress. The style is casual, and the fabric is likely cotton. The occasion for wearing this clothing could be a warm day or a sunny outing, and it can be worn for various activities such as shopping, lounging, or going out with friends."
./docs/cloth/00084_00.jpg,"The color of the clothing is black. It can be worn on various occasions, such as casual or formal events. The style is a blouse with a V-neck and three-quarter sleeves. The fabric is a cotton blend."
./docs/cloth/00085_00.jpg,"The color of the clothing in the image is black. It can be worn on various occasions, such as casual or formal events. The style is a fitted, long-sleeved black t-shirt or blouse. The type of fabric used is likely cotton, and it could be made of a thicker or lighter material depending on the design and wearer's preference."
./docs/cloth/00086_00.jpg,"The clothing is predominantly white, with colorful floral prints and green trim. It is a casual, sporty style shirt made of cotton."
./docs/cloth/00087_00.jpg,"The clothing is predominantly white, with a floral print on the front. It can be worn on casual or formal occasions, and is made of cotton. The style is a t-shirt or blouse, and the fabric is a lightweight, breathable material."
./docs/cloth/00088_00.jpg,"The clothing item is a white t-shirt with a red logo on the left chest area. This t-shirt can be worn on casual or everyday occasions, and its style is a classic, comfortable fit. The type of fabric used is cotton, which is a popular choice for t-shirts due to its breathability and comfort."
./docs/cloth/00089_00.jpg,"The color of the clothing is black. It can be worn for various occasions, such as casual or formal events. The style is a basic t-shirt, and it is made of a cotton fabric."
./docs/cloth/00090_00.jpg,"The color of the clothing in the image is blue. It is a blouse or a dress, and it appears to be made of cotton. The style is formal, and the type of fabric is a silk blend. The clothing is suitable for various occasions, such as office wear or formal events."
./docs/cloth/00091_00.jpg,"The clothing item in the image is a woman's blue t-shirt. It can be worn on a variety of occasions, such as casual or sporty events. The style is a basic, comfortable tee with a relaxed fit. The type of fabric used is cotton, which is known for its breathability and comfort."
./docs/cloth/00092_00.jpg,"The clothing is white, and it is a t-shirt. It is made of cotton and has a sporty style. The occasion for wearing this clothing could be casual or athletic, and it is suitable for warm weather."
./docs/cloth/00093_00.jpg,"The color of the clothing is black and gold. It can be worn for formal occasions, such as parties or events, and is a style of blouse with a flowy, ruffle design. The fabric is likely a silky or lightweight material, as it appears to be a blouse."
./docs/cloth/00094_00.jpg,"The clothing in the image is a light grey long-sleeved t-shirt with a crew neck, made of cotton. It can be worn on casual occasions and is made of a soft and comfortable fabric."
./docs/cloth/00095_00.jpg,"The color of the clothing is orange, and it is a blouse. The fabric is silk, and the style is a polka dot pattern. The occasion for wearing this clothing could be a casual or semi-formal event, and it is made of a chiffon material."
./docs/cloth/00096_00.jpg,"The color of the clothing in the image is green. It can be worn on various occasions, such as casual or formal events. The style is a tank top or sleeveless blouse, and the fabric is likely made of cotton or a blend of fabrics."
./docs/cloth/00098_00.jpg,"The clothing item in the image is a white t-shirt with a printed slogan on it. It is a casual style, made of cotton fabric, and is suitable for various occasions, including daily wear or casual outings."
./docs/cloth/00099_00.jpg,"The color of the clothing in the image is white. It is a women's V-neck t-shirt or tank top, and it appears to be made of cotton. The style is casual and the fabric is thin. The occasion for wearing this clothing could be a warm day or a relaxed outing, and it can be worn by both men and women."
./docs/cloth/00100_00.jpg,"The color of the clothing is blue. It can be worn on various occasions, such as casual or formal events. The style is a blouse with a V-neck and long sleeves. The fabric is a silky material, giving it a soft and comfortable feel."
./docs/cloth/00101_00.jpg,"The color of the clothing in the image is black. It is an occasion-appropriate dress, likely for a formal or semi-formal event. The style is elegant and sophisticated, featuring a black lace bodice and a black skirt. The type of fabric used is likely a blend of synthetic and natural fibers, providing both comfort and a polished appearance."
./docs/cloth/00102_00.jpg,"The clothing in the image is predominantly white, with black trimming on the sleeves and neckline. It appears to be a t-shirt or a casual blouse, and is made of cotton. The style is sporty and the fabric is lightweight, making it suitable for warm weather or layering."
./docs/cloth/00103_00.jpg,"The clothing is black in color, featuring a lace collar and a knitted pattern. It is suitable for casual occasions and is made of a cotton fabric."
./docs/cloth/00104_00.jpg,"The clothing item is a white sweatshirt or hoodie, which can be worn for casual or athletic occasions. It has a classic style and is made of soft cotton material."
./docs/cloth/00105_00.jpg,"The color of the clothing is black. It can be worn on various occasions, such as casual or formal events. The style is a fitted, black t-shirt with a cut-out detail on the left side of the chest. The type of fabric is a blend of cotton and spandex, providing comfort and flexibility."
./docs/cloth/00106_00.jpg,"The clothing in the image is a polo shirt, which is predominantly black in color. It is an occasion-specific style, suitable for formal or semi-formal events. The shirt is made of a fine cotton fabric, providing comfort and breathability."
./docs/cloth/00107_00.jpg,The clothing item is a red t-shirt with a white logo on the front. It can be worn on casual occasions and is made of cotton fabric.
./docs/cloth/00109_00.jpg,"The clothing is a pink top with a collar and ruffles, perfect for spring or summer occasions. It is a blouse made of cotton, featuring a classic style and a knit fabric."
./docs/cloth/00110_00.jpg,"The clothing item is a white shirt with red lettering. It can be worn on casual occasions and is made of cotton. The style is a classic, crew-neck design, and the fabric is soft and comfortable."
./docs/cloth/00111_00.jpg,The color of the clothing is black and white. It can be worn for casual or formal occasions. The style is a blouse with a V-neck and three-quarter sleeves. The fabric is a cotton blend.
./docs/cloth/00112_00.jpg,"The clothing item is a white long-sleeved shirt, perfect for casual or formal occasions. It features a crew neck and is made of soft, breathable cotton. The shirt is designed for comfort and versatility, making it suitable for various occasions and styles."
./docs/cloth/00113_00.jpg,"The clothing is white, and it appears to be a t-shirt or a dress. The design is of a geometric nature, featuring a triangle and a butterfly, and it is made of cotton. The style is casual, and the fabric is soft and comfortable."
./docs/cloth/00114_00.jpg,"The color of the clothing is black and white. It can be worn for various occasions, such as a formal event or a casual gathering. The style is a one-piece, long-sleeved bodysuit with a zebra print design on it. The type of fabric used is satin, which gives the outfit a luxurious and glamorous appearance."
./docs/cloth/00115_00.jpg,"The color of the clothing item is white. It can be worn on casual and formal occasions. The style is a tank top or a sleeveless blouse, made of a cotton fabric."
./docs/cloth/00117_00.jpg,"The clothing is a white crop top with a colorful design on the front, making it suitable for casual occasions. It is made of a soft and comfortable cotton material, providing a cozy fit and feel. The style is trendy and stylish, while the cropped design adds a unique touch to the overall look."
./docs/cloth/00118_00.jpg,"The clothing in the image is a white shirt with a V-neck design, which can be worn on casual or formal occasions. The style is a relaxed fit, and the fabric is a cotton blend."
./docs/cloth/00119_00.jpg,"The color of the clothing is white. It is an occasion-appropriate dress that can be worn for various events such as a wedding, a party, or a formal gathering. The style is a fitted, sleeveless dress with a lace trim and a small scallop detail at the bottom. The type of fabric is silk, and it is made of luxurious and smooth material."
./docs/cloth/00120_00.jpg,"The color of the clothing is white. It is an A-shaped t-shirt with a crew neck and short sleeves. The fabric is likely made of cotton, as it is a common material for t-shirts. The style can be considered casual, and the type of clothing can be considered a basic, everyday item."
./docs/cloth/00121_00.jpg,"The clothing is black in color, and it appears to be a casual style, made of cotton fabric. The style is reminiscent of a T-shirt or a basic tee, with a white trim or stripe running down the center."
./docs/cloth/00122_00.jpg,"The color of the clothing is purple. It can be worn for various occasions such as parties, night outs, or special events. The style is a sequined dress, which adds an eye-catching and glamorous touch to the outfit. The fabric is likely to be a blend of synthetic fibers, providing comfort and ease of movement while maintaining an elegant appearance."
./docs/cloth/00123_00.jpg,"The clothing is a black shirt with a floral print on the front, which can be worn for casual or formal occasions. The style is a relaxed fit, and the type is a cotton blend fabric."
./docs/cloth/00124_00.jpg,"The clothing is white, made of cotton, and features a panda bear design on it. It is a t-shirt style and is suitable for casual occasions."
./docs/cloth/00125_00.jpg,The clothing item is a blue shirt with a leopard print design on the front. It can be worn on casual occasions and is made of cotton fabric.
./docs/cloth/00126_00.jpg,"The clothing is a Fila branded shirt, featuring a colorful design with red, white, and blue colors. It is suitable for casual wear and can be worn on a variety of occasions. The style is sporty and the shirt is made of a cotton fabric."
./docs/cloth/00127_00.jpg,"The clothing item is a black shirt with orange lettering, which can be worn on casual occasions. The style is a crew-neck, and the fabric is a cotton blend."
./docs/cloth/00128_00.jpg,"The clothing item is a white shirt, which can be worn on casual or formal occasions. It is a long-sleeved, polo-style shirt with a collar and a small pocket on the left chest area. The fabric is made of cotton, making it comfortable and breathable for wearers."
./docs/cloth/00129_00.jpg,The clothing item is a red shirt with a crew neck and lettering on the front. It can be worn on casual occasions and is made of cotton.
./docs/cloth/00130_00.jpg,"The clothing is black in color, featuring a lace bodice and long sleeves. It is a one-piece, long-sleeved dress made of a sheer fabric, likely a blend of cotton and polyester. The style can be considered elegant and suitable for formal or semi-formal occasions."
./docs/cloth/00131_00.jpg,"The color of the clothing is green, and it is a long-sleeved shirt. The occasion for wearing the clothing is casual, and the style is a blend of lacy and floral patterns. The type of fabric is a mix of cotton and polyester, providing comfort and durability."
./docs/cloth/00132_00.jpg,"The color of the clothing is bright yellow, which is often associated with warmth and happiness. The clothing appears to be a t-shirt or a blouse, and it is made of a lightweight and breathable fabric, likely cotton. The style is casual and comfortable, suitable for everyday wear or warmer weather."
./docs/cloth/00133_00.jpg,"The color of the clothing is white and yellow, and it is a three-quarter sleeve, boat-neck, striped shirt. The shirt is suitable for casual occasions and is made of cotton fabric."
./docs/cloth/00134_00.jpg,"The color of the clothing is predominantly green, with red and pink accents. It can be worn on casual or formal occasions. The style is a blend of a hoodie and a dress, featuring a unique floral print. The fabric is a soft, comfortable blend of cotton and polyester."
./docs/cloth/00135_00.jpg,"The color of the clothing is black. It can be worn for various occasions, such as casual or formal events. The style is a fitted, long-sleeved black top with a fur trim on the neckline. The type of fabric is likely to be a blend of synthetic fibers, providing comfort and ease of care."
./docs/cloth/00136_00.jpg,"The clothing is predominantly white, with a red monogram on the front. It appears to be a casual, relaxed style, suitable for everyday wear. The fabric is likely a cotton blend, providing comfort and breathability."
./docs/cloth/00137_00.jpg,"The color of the clothing is white. It is a sleeveless blouse with a collar and a button up front. The occasion for wearing this clothing is casual, and the style is a classic, collared shirt. The type of fabric is cotton, and it is made of a single material."
./docs/cloth/00139_00.jpg,"The clothing is white, and it is a long-sleeved shirt. It is a women's shirt and is made of cotton."
./docs/cloth/00140_00.jpg,"The clothing item is a white shirt with red trim, which can be worn on casual or formal occasions. The style is a classic, fitted design, and the type is a cotton blend fabric."
./docs/cloth/00143_00.jpg,"The color of the clothing in the image is green. It is a women's t-shirt with a white triangle on the left side of the chest pocket. The style is casual, and the fabric is likely cotton."
./docs/cloth/00144_00.jpg,"The clothing is white in color, and it is a Champion hoodie. This sweatshirt is perfect for casual occasions and is made of cotton fabric."
./docs/cloth/00145_00.jpg,"The color of the clothing is black. It can be worn for various occasions, such as casual or formal events. The style is a fitted black t-shirt with a lace trim on the neckline. The type of fabric is a blend of cotton and spandex, providing comfort and stretch."
./docs/cloth/00146_00.jpg,"The clothing is a black and white floral print dress made of silk. It can be worn for casual or formal occasions, and the style is elegant and chic. The fabric is smooth and luxurious, providing comfort and a perfect fit."
./docs/cloth/00147_00.jpg,"The color of the clothing in the image is black. It can be worn on various occasions, such as formal or casual events. The style is a fitted black top with a cropped design, and it is made of a velvet fabric."
./docs/cloth/00148_00.jpg,The clothing in the image is a light green t-shirt with a design on the front. It can be worn on casual occasions and is made of cotton fabric.
./docs/cloth/00149_00.jpg,"The clothing is black in color, and it appears to be a blouse or a top with long sleeves. The style is casual and the fabric is likely cotton."
./docs/cloth/00150_00.jpg,"The clothing in the image is a polo shirt, which is predominantly blue in color. It can be worn on casual or formal occasions, and the style is a classic fit. The fabric is made of cotton, providing comfort and breathability."
./docs/cloth/00151_00.jpg,"The clothing is a striped shirt with a yellow trim, perfect for casual or semi-formal occasions. The shirt is made of cotton, a soft and comfortable fabric that is ideal for everyday wear."
./docs/cloth/00152_00.jpg,"The clothing item is a white shirt with red, blue, and white stripes, which is a classic and timeless style. It is suitable for casual occasions and can be made of cotton, a soft and comfortable fabric."
./docs/cloth/00153_00.jpg,"The clothing is black in color, and it appears to be a t-shirt or a casual shirt. The style is casual, and the fabric is likely cotton. The shirt features a design or writing on it, possibly in white, which suggests that it may be worn for various occasions, such as everyday wear or casual events."
./docs/cloth/00154_00.jpg,"The clothing is black and white, and it is a one-piece swimsuit. The style is sporty and the fabric is likely to be made of synthetic materials, such as nylon or polyester."
./docs/cloth/00155_00.jpg,"The clothing is a black and green floral print dress made of silk. It can be worn for casual or formal occasions, and the style is elegant and feminine. The fabric is soft and smooth, providing comfort and a flattering fit."
./docs/cloth/00156_00.jpg,"The color of the clothing in the image is black. It can be worn for various occasions, such as casual or formal events. The style is a tank top or a sleeveless blouse, and it is made of a stretchy fabric, likely a blend of cotton and spandex."
./docs/cloth/00157_00.jpg,"The clothing is black in color, and it is a stylish, slim-fit shirt for women. The shirt features a white EA7 Emporio Armani logo on the left chest area and is made of a cotton fabric."
./docs/cloth/00158_00.jpg,The color of the clothing is olive green. It can be worn for casual or formal occasions. The style is a blouse with a V-neck and long sleeves. The fabric is a silky material.
./docs/cloth/00159_00.jpg,"The color of the clothing is grey. It can be worn on casual and formal occasions. The style is a long-sleeved t-shirt, and the fabric is a blend of cotton and polyester."
./docs/cloth/00161_00.jpg,"The color of the clothing in the image is olive green. It can be worn on casual occasions and is a relaxed, comfortable style. The clothing is made of a cotton fabric."
./docs/cloth/00162_00.jpg,"The color of the clothing is blue. It can be worn on various occasions, such as casual or formal events. The style is a boxy, long-sleeved, and fitted design. The fabric is a blend of cotton and polyester."
./docs/cloth/00163_00.jpg,"The clothing in the image is a red T-shirt with white text, which is likely made of cotton, a lightweight and breathable fabric. The shirt can be worn on casual or sporty occasions, and its style can be described as simple and comfortable."
./docs/cloth/00164_00.jpg,"The clothing item is a light pink, long-sleeved, crop top with a crew neck and lettering on the front. It is suitable for casual occasions and is made of cotton."
./docs/cloth/00165_00.jpg,"The clothing in the image is a polo shirt, which is predominantly black in color. It can be worn on various occasions, such as casual or formal events, and is a style of a collared shirt with a short sleeve design. The fabric of the polo shirt is made of cotton, which is a versatile and comfortable material."
